Current_A,F_em_N
100.0,0.002683150006542158
122.22222222222223,0.004008162371172655
144.44444444444446,0.00559817718693786
166.66666666666666,0.007453194458541944
188.88888888888889,0.009573214240495277
211.11111111111111,0.01195823643825616
233.33333333333331,0.01460826114683313
255.55555555555554,0.017523288367381
277.77777777777777,0.02070331797074528
300.0,0.02414835005343629
