Current_A,F_em_N
100.0,0.003213180191438584
144.44444444444446,0.006704042613762336
188.88888888888889,0.01146430957670486
233.33333333333331,0.01749398105173454
277.77777777777777,0.02479305714160153
322.22222222222223,0.03336153749898004
366.66666666666663,0.04319942259615078
411.1111111111111,0.05430671215542479
455.55555555555554,0.06668340602443046
500.0,0.08032950473802485
