Czas[s]	Prad[A]	SilaZ[N]	Przyspieszenie[m/s^2]	Predkosc[m/s]	Polozenie[mm]
0.0	0.0	0	0.0	0.0	0
0.0005	123.9023328845765	30.91689425959326	154.5844712979663	0.07729223564898316	0.0
0.001	242.3184383324516	119.0750455969023	595.3752279845114	0.37497984964123887	0.03864611782449158
0.0015	352.4584421965587	257.1277763560967	1285.6388817804834	1.0177992905314805	0.226136042645111
0.002	451.79029031367367	443.0206342888413	2215.103171444206	2.1253508762535835	0.7350356879108513
0.0025	538.0966212229056	687.8124345349811	3439.0621726749055	3.844881962591036	1.797711126037643
0.003	609.5228098954025	1036.79581054346	5183.9790527173	6.436871488949686	3.7201521073331616
0.0035	664.6151813192911	1571.75234787575	7858.76173937875	10.366252358639061	6.9385878518080055
0.004	702.3486532236672	2388.699293175054	11943.49646587527	16.338000591576694	12.121714031127535
0.0045000000000000005	722.1433406389494	3456.650235708412	17283.251178542057	24.979626180847724	20.290714326915882
0.005	723.8699344287677	4175.925911401281	20879.629557006403	35.41944095935092	32.78052741733974
0.0055	707.8439444316065	2415.788433593147	12078.942167965735	41.45891204333379	50.4902478970152
0.006	674.8091686201567	466.0630057803252	2330.315028901626	42.6240695577846	71.2197039186821
0.006500000000000001	625.9110062481731	-684.740682940373	-3423.7034147018644	40.91221785043367	92.5317386975744
0.007	562.6604693099599	-1761.629436492031	-8808.147182460154	36.50814425920359	112.98784762279124
0.0075	486.8899574012076	-1831.916959279447	-9159.584796397234	31.928351861004973	131.24191975239302
0.008	400.7020415895749	-798.7847139268478	-3993.9235696342384	29.931390076187853	147.2060956828955
0.0085	306.41264935941206	-154.4053704327166	-772.026852163583	29.54537665010606	162.1717907209894
0.009000000000000001	206.49015217699036	-18.05140414298926	-90.2570207149463	29.50024813974859	176.94447904604243
0.0095	103.49192778285007	-1.339959305799657	-6.699796528998285	29.49689824148409	191.69460311591672
0.01	8.02124796896362e-14	-2.768138688581592e-31	-1.3840693442907959e-30	29.49689824148409	206.44305223665876
0.0105	-101.4426503107083	-0.145510617327292	-0.72755308663646	29.496534464940773	221.1915013574008
0.011	-198.39355750060852	-0.2036608096922802	-1.018304048461401	29.49602531291654	235.9397685898712
0.0115	-288.5685658082807	-0.184541047245703	-0.922705236228515	29.495563960298426	250.68778124632945
0.012	-369.8946046218343	0.01212719498618461	0.06063597493092305	29.495594278285893	265.4355632264787
0.0125	-440.5562519225471	0.3385030656488174	1.6925153282440868	29.496440535950015	280.18336036562164
0.013000000000000001	-499.0350691638707	0.2142209977473796	1.071104988736898	29.496976088444384	294.93158063359664
0.0135	-544.1408879086027	0.3845737003502553	1.9228685017512763	29.49793752269526	309.68006867781884
0.014	-575.0344417771194	0.7489465707659441	3.74473285382972	29.499809889122176	324.42903743916645
0.0145	-591.2409611115767	0.5556512633541065	2.7782563167705323	29.501199017280562	339.17894238372753
0.015	-592.6545765453743	0.3965667537824461	1.9828337689122304	29.50219043416502	353.9295418923678
0.0155	-579.5336056861784	0.3296608754234016	1.648304377117008	29.50301458635358	368.68063710945034
0.016	-552.4870188083079	0.3710193998745707	1.8550969993728534	29.503942134853265	383.43214440262716
0.0165	-512.452589505364	0.1964026448757214	0.9820132243786069	29.504433141465455	398.18411547005377
0.017	-460.6674297653539	0.3134961233525846	1.567480616762923	29.505216881773837	412.9363320407865
0.0175	-398.6317814891969	0.05326598005110723	0.2663299002555361	29.505350046723965	427.68894048167346
0.018000000000000002	-328.06708427051706	0.1022937733021964	0.511468866510982	29.50560578115722	442.44161550503543
0.0185	-250.86945916265128	0.05135833554171929	0.25679167770859646	29.505734176996075	457.19441839561404
0.019	-169.0598377950547	0.01933452095160653	0.09667260475803265	29.505782513298453	471.94728548411206
0.0195	-84.73202397114503	0.00316834237605097	0.01584171188025485	29.50579043415439	486.70017674076126
0.02	-1.3134484780509633e-13	8.160886745006516e-33	4.0804433725032576e-32	29.50579043415439	501.45307195783846
